SUBJECT,CONFIGURATION,SEED,ALGORITHM,PROBE_ENABLED,CONSTANT_POOL_ENABLED,COVERAGE,COVERED_BRANCHES,TOTAL_BRANCHES,BRANCH_COVERAGE,COVERED_LINES,TOTAL_LINES,LINE_COVERAGE,COVERED_FUNCTIONS,TOTAL_FUNCTIONS,FUNCTION_COVERAGE,COVERED_PROBES,TOTAL_PROBES,PROBE_COVERAGE,INITIALIZATION_TIME,SEARCH_TIME,TOTAL_TIME,ITERATIONS,EVALUATIONS,VERSION,RUN
ETFXPool.sol,,96,sFuzz,false,false,0.5,7,28,0.25,66,152,0.4342105263157895,32,56,0.5714285714285714,9,40,0.225,30.312000036239624,1770.422000169754,1800.7340002059937,57,636,1,74
DmmControllerV2.sol,,822,sFuzz,false,false,0.16080402010050251,0,14,0,68,258,0.26356589147286824,36,111,0.32432432432432434,13,102,0.12745098039215685,116.1470000743866,1700.6989998817444,1816.845999956131,10,111,1,74
DatrixoEquityToken.sol,,515,sFuzz,false,false,0.6111111111111112,8,22,0.36363636363636365,47,62,0.7580645161290323,15,16,0.9375,16,28,0.5714285714285714,7.391000032424927,1793.9909999370575,1801.3819999694824,230,2536,1,74
DMONDETHRewards.sol,,251,sFuzz,false,false,0.6190476190476191,7,14,0.5,67,105,0.638095238095238,37,47,0.7872340425531915,13,34,0.38235294117647056,19.71499991416931,1780.8610000610352,1800.5759999752045,89,980,1,74
Cryptoz.sol,,161,sFuzz,false,false,0.5098039215686274,2,18,0.1111111111111111,49,155,0.3161290322580645,25,34,0.7352941176470589,19,74,0.25675675675675674,43.89400005340576,1758.3029999732971,1802.1970000267029,36,403,1,74
CryptoGhost.sol,,667,sFuzz,false,false,0.86,35,40,0.875,62,77,0.8051948051948052,10,10,1,4,12,0.3333333333333333,124.86900019645691,1764.3029999732971,1889.172000169754,5,56,1,74
CourtFarming_RoomLPStake.sol,,275,sFuzz,false,false,0.6923076923076923,15,32,0.46875,75,108,0.6944444444444444,20,20,1,4,4,1,20.69700002670288,1779.888000011444,1800.585000038147,103,1134,1,74
Core_Fi_V3.sol,,814,sFuzz,false,false,0.6111111111111112,2,4,0.5,12,22,0.5454545454545454,7,8,0.875,0,0,0,8.638000011444092,1791.7509999275208,1800.3889999389648,218,2404,1,74
BlueICE.sol,,439,sFuzz,false,false,0.5964912280701754,7,14,0.5,68,117,0.5811965811965812,32,43,0.7441860465116279,14,38,0.3684210526315789,28.078999757766724,1771.9530000686646,1800.0319998264313,70,775,1,74
Baz.sol,,307,sFuzz,false,false,1,8,8,1,16,16,1,2,2,1,0,0,0,6.307999849319458,188.8710000514984,195.17899990081787,38,428,1,74
BTCParamV2.sol,,591,sFuzz,false,false,0.11538461538461539,0,12,0,16,56,0.2857142857142857,5,16,0.3125,4,14,0.2857142857142857,7.297999858856201,1793.058000087738,1800.3559999465942,253,2789,1,74
BACMARSLPTOKENPool.sol,,832,sFuzz,false,false,0.4426229508196721,6,12,0.5,52,94,0.5531914893617021,25,36,0.6944444444444444,11,30,0.36666666666666664,34.6780002117157,1765.6689999103546,1800.3470001220703,77,850,1,74
AavePoolReward.sol,,227,sFuzz,false,false,0.7368421052631579,5,10,0.5,26,44,0.5909090909090909,11,12,0.9166666666666666,4,6,0.6666666666666666,8.1010000705719,1792.805999994278,1800.9070000648499,160,1761,1,74
vnxManager.sol,,271,sFuzz,true,false,0.6666666666666666,0,2,0,31,43,0.7209302325581395,19,20,0.95,12,26,0.46153846153846156,7.818000078201294,1792.292000055313,1800.1100001335144,243,2675,1,73
ZAD.sol,,226,sFuzz,true,false,0.559322033898305,0,2,0,36,66,0.5454545454545454,20,29,0.6896551724137931,9,22,0.4090909090909091,7.940999984741211,1792.2050001621246,1800.1460001468658,277,3057,1,73
YRX3.sol,,772,sFuzz,true,false,0.5514018691588785,7,18,0.3888888888888889,65,108,0.6018518518518519,35,48,0.7291666666666666,12,34,0.35294117647058826,22.060999870300293,1778.5750000476837,1800.635999917984,75,833,1,73
WolfStakingRewards.sol,,877,sFuzz,true,false,0.4166666666666667,5,14,0.35714285714285715,46,98,0.46938775510204084,24,38,0.631578947368421,11,40,0.275,22.653000116348267,1777.981999874115,1800.6349999904633,72,797,1,73
Weedburn.sol,,265,sFuzz,true,false,0.7195121951219512,2,10,0.2,57,88,0.6477272727272727,24,26,0.9230769230769231,17,40,0.425,11.157999992370605,1789.3310000896454,1800.489000082016,148,1633,1,73
WOLF.sol,,607,sFuzz,true,false,0.6666666666666666,9,22,0.4090909090909091,30,39,0.7692307692307693,8,8,1,7,12,0.5833333333333334,6.845999717712402,1793.4830000400543,1800.3289997577667,236,2598,1,73
Vat.sol,,158,sFuzz,true,false,0.7117117117117117,3,8,0.375,65,98,0.6632653061224489,28,29,0.9655172413793104,25,62,0.4032258064516129,9.187999963760376,1791.0040001869202,1800.1920001506805,203,2236,1,73
UFragments.sol,,664,sFuzz,true,false,0.21487603305785125,3,28,0.10714285714285714,32,136,0.23529411764705882,18,35,0.5142857142857142,4,34,0.11764705882352941,17.632999897003174,1783.4500000476837,1801.082999944687,87,958,1,73
Token50X100.sol,,599,sFuzz,true,false,0.37888198757763975,4,36,0.1111111111111111,52,146,0.3561643835616438,25,40,0.625,10,50,0.2,26.098999977111816,1775.095999956131,1801.1949999332428,66,726,1,73
ThriftToken.sol,,519,sFuzz,true,false,0.8,1,2,0.5,42,58,0.7241379310344828,10,11,0.9090909090909091,23,52,0.4423076923076923,9.381999969482422,1790.6440000534058,1800.0260000228882,181,1993,1,73
TPA.sol,,469,sFuzz,true,false,0.5941176470588235,4,18,0.2222222222222222,88,150,0.5866666666666667,50,65,0.7692307692307693,22,56,0.39285714285714285,33.275999784469604,1767.6440000534058,1800.9199998378754,47,524,1,73
StakingDextoken.sol,,403,sFuzz,true,false,0.7894736842105263,4,10,0.4,53,93,0.5698924731182796,25,27,0.9259259259259259,21,50,0.42,13.682000160217285,1787.664999961853,1801.3470001220703,102,1129,1,73
SSTRewards.sol,,128,sFuzz,true,false,0.7666666666666667,3,8,0.375,23,40,0.575,13,14,0.9285714285714286,4,6,0.6666666666666666,11.055999994277954,1789.4249999523163,1800.4809999465942,149,1639,1,73
SLTDETHlpReward.sol,,334,sFuzz,true,false,0.6752136752136753,7,14,0.5,67,105,0.638095238095238,37,47,0.7872340425531915,13,34,0.38235294117647056,20.465999841690063,1781.4260001182556,1801.8919999599457,84,924,1,73
Rootkit_finance.sol,,903,sFuzz,true,false,0.6111111111111112,2,4,0.5,12,22,0.5454545454545454,7,8,0.875,0,0,0,7.17900013923645,1792.9639999866486,1800.143000125885,206,2272,1,73
Revive.sol,,536,sFuzz,true,false,0.603448275862069,9,22,0.4090909090909091,73,109,0.6697247706422018,32,38,0.8421052631578947,16,36,0.4444444444444444,19.99500012397766,1780.3739998340607,1800.3689999580383,82,902,1,73
RainbowRAK.sol,,650,sFuzz,true,false,0.5945945945945946,6,14,0.42857142857142855,61,115,0.5304347826086957,31,42,0.7380952380952381,13,40,0.325,21.263000011444092,1780.9639999866486,1802.2269999980927,70,772,1,73
REXUNIFINANCE.sol,,33,sFuzz,true,false,0.8,1,2,0.5,42,58,0.7241379310344828,10,11,0.9090909090909091,22,52,0.4230769230769231,9.174000024795532,1790.8369998931885,1800.010999917984,198,2186,1,73
PlasmaswapPair.sol,,139,sFuzz,true,false,0.17333333333333334,0,24,0,20,99,0.20202020202020202,8,14,0.5714285714285714,4,22,0.18181818181818182,15.514999866485596,1786.2530000209808,1801.7679998874664,102,1130,1,73
POWToken.sol,,733,sFuzz,true,false,0.3076923076923077,6,26,0.23076923076923078,51,209,0.24401913875598086,29,63,0.4603174603174603,16,86,0.18604651162790697,37.10000014305115,1764.4110000133514,1801.5110001564026,41,455,1,73
OnXFinance.sol,,896,sFuzz,true,false,0.25688073394495414,9,26,0.34615384615384615,30,105,0.2857142857142857,8,37,0.21621621621621623,8,40,0.2,18.651000022888184,1782.9370000362396,1801.5880000591278,97,1073,1,73
NAL.sol,,806,sFuzz,true,false,0.7529411764705882,5,18,0.2777777777777778,101,150,0.6733333333333333,57,65,0.8769230769230769,26,56,0.4642857142857143,30.174999952316284,1773.4289999008179,1803.6039998531342,49,547,1,73
MisesLegacyPool.sol,,873,sFuzz,true,false,0.7428571428571429,3,10,0.3,20,44,0.45454545454545453,10,11,0.9090909090909091,4,6,0.6666666666666666,11.929999828338623,1788.75,1800.6799998283386,153,1690,1,73
MetaCoin.sol,,506,sFuzz,true,false,0.9,7,8,0.875,8,9,0.8888888888888888,2,2,1,0,0,0,8.836999893188477,1791.65900015831,1800.4960000514984,200,2209,1,73
MIMOToken.sol,,375,sFuzz,true,false,0.9166666666666666,1,2,0.5,25,43,0.5813953488372093,10,10,1,7,12,0.5833333333333334,13.04200005531311,1787.6510000228882,1800.6930000782013,167,1844,1,73
LpStaking.sol,,351,sFuzz,true,false,0.23255813953488372,2,24,0.08333333333333333,37,139,0.26618705035971224,21,48,0.4375,7,42,0.16666666666666666,27.01699995994568,1774.976000070572,1801.9930000305176,60,664,1,73
Ledgis.sol,,356,sFuzz,true,false,0.7445255474452555,2,12,0.16666666666666666,83,127,0.6535433070866141,39,45,0.8666666666666667,23,50,0.46,15.275000095367432,1786.0480000972748,1801.3230001926422,118,1305,1,73
LUP.sol,,258,sFuzz,true,false,0.6097560975609756,2,12,0.16666666666666666,30,49,0.6122448979591837,15,18,0.8333333333333334,5,10,0.5,10.76200008392334,1789.75,1800.5120000839233,129,1424,1,73
KPLAY.sol,,620,sFuzz,true,false,0.7463768115942029,2,12,0.16666666666666666,91,124,0.7338709677419355,40,46,0.8695652173913043,25,50,0.5,18.733999967575073,1781.3600001335144,1800.0940001010895,98,1086,1,73
INS.sol,,119,sFuzz,true,false,0.92,1,2,0.5,28,37,0.7567567567567568,8,8,1,10,14,0.7142857142857143,12.221999883651733,1788.6480000019073,1800.869999885559,160,1763,1,73
HTDD_contract.sol,,806,sFuzz,true,false,0.76,0,0,0,20,26,0.7692307692307693,5,5,1,8,16,0.5,7.273999929428101,1793.6799998283386,1800.9539997577667,203,2242,1,73
GardenContractV2.sol,,180,sFuzz,true,false,0.27586206896551724,8,62,0.12903225806451613,51,197,0.25888324873096447,25,32,0.78125,0,22,0,18.9760000705719,1782.1730000972748,1801.1490001678467,87,966,1,73
GFC.sol,,118,sFuzz,true,false,0.92,1,2,0.5,28,37,0.7567567567567568,8,8,1,10,14,0.7142857142857143,17.23300004005432,1783.1060001850128,1800.3390002250671,108,1193,1,73
FrogDAOGovernanceRewards.sol,,341,sFuzz,true,false,0.7073170731707317,5,10,0.5,32,56,0.5714285714285714,13,16,0.8125,9,16,0.5625,15.106000185012817,1785.4319999217987,1800.5380001068115,112,1233,1,73
FreakCoin.sol,,151,sFuzz,true,false,0.7352941176470589,6,10,0.6,56,74,0.7567567567567568,13,13,1,7,10,0.7,11.09500002861023,1789.5209999084473,1800.6159999370575,161,1777,1,73
Final.sol,,894,sFuzz,true,false,0.24770642201834864,8,26,0.3076923076923077,30,105,0.2857142857142857,8,37,0.21621621621621623,8,40,0.2,25.430000066757202,1776.7239999771118,1802.154000043869,63,696,1,73
EqFinanceStaking.sol,,369,sFuzz,true,false,0.37333333333333335,4,20,0.2,24,88,0.2727272727272727,16,30,0.5333333333333333,4,22,0.18181818181818182,14.706000089645386,1786.130999803543,1800.8369998931885,120,1329,1,73
ETFXPool.sol,,359,sFuzz,true,false,0.4765625,7,28,0.25,66,152,0.4342105263157895,32,56,0.5714285714285714,9,40,0.225,26.76099991798401,1774.7179999351501,1801.4789998531342,57,627,1,73
DmmControllerV2.sol,,168,sFuzz,true,false,0.06068601583113457,0,14,0,42,258,0.16279069767441862,22,111,0.1981981981981982,10,102,0.09803921568627451,125.43300008773804,1694.3980000019073,1819.8310000896454,12,137,1,73
DatrixoEquityToken.sol,,691,sFuzz,true,false,0.7875,8,22,0.36363636363636365,46,62,0.7419354838709677,15,16,0.9375,15,28,0.5357142857142857,8.858999967575073,1791.2320001125336,1800.0910000801086,202,2231,1,73
DMONDETHRewards.sol,,313,sFuzz,true,false,0.6752136752136753,7,14,0.5,67,105,0.638095238095238,37,47,0.7872340425531915,13,34,0.38235294117647056,21.312000036239624,1779.7320001125336,1801.0440001487732,84,930,1,73
Cryptoz.sol,,252,sFuzz,true,false,0.4418604651162791,2,18,0.1111111111111111,48,155,0.3096774193548387,24,34,0.7058823529411765,17,74,0.22972972972972974,44.556999921798706,1758.6530001163483,1803.210000038147,38,422,1,73
CryptoGhost.sol,,795,sFuzz,true,false,0.8064516129032258,35,40,0.875,62,77,0.8051948051948052,10,10,1,4,12,0.3333333333333333,34.039000034332275,1853.0499999523163,1887.0889999866486,8,89,1,73
CourtFarming_RoomLPStake.sol,,803,sFuzz,true,false,0.7142857142857143,15,32,0.46875,75,108,0.6944444444444444,20,20,1,4,4,1,18.395999908447266,1781.9639999866486,1800.3599998950958,117,1289,1,73
Core_Fi_V3.sol,,765,sFuzz,true,false,0.6111111111111112,2,4,0.5,12,22,0.5454545454545454,7,8,0.875,0,0,0,8.382999897003174,1791.9319999217987,1800.3149998188019,179,1979,1,73
BlueICE.sol,,941,sFuzz,true,false,0.6261682242990654,7,14,0.5,68,117,0.5811965811965812,32,43,0.7441860465116279,14,38,0.3684210526315789,24.35699987411499,1776.7640001773834,1801.1210000514984,74,817,1,73
Baz.sol,,764,sFuzz,true,false,1,8,8,1,16,16,1,2,2,1,0,0,0,5.4040000438690186,798.9059998989105,804.3099999427795,126,1396,1,73
BTCParamV2.sol,,915,sFuzz,true,false,0.19444444444444445,0,12,0,16,56,0.2857142857142857,5,16,0.3125,4,14,0.2857142857142857,7.13100004196167,1793.0360000133514,1800.167000055313,247,2720,1,73
BACMARSLPTOKENPool.sol,,775,sFuzz,true,false,0.5154639175257731,6,12,0.5,52,94,0.5531914893617021,25,36,0.6944444444444444,11,30,0.36666666666666664,38.18400001525879,1763.1440000534058,1801.3280000686646,76,845,1,73
AavePoolReward.sol,,82,sFuzz,true,false,0.8484848484848485,5,10,0.5,27,44,0.6136363636363636,11,12,0.9166666666666666,5,6,0.8333333333333334,8.510999917984009,1791.6620001792908,1800.1730000972748,153,1689,1,73
afiController.sol,,159,DynaMOSA,true,false,0.4956521739130435,0,10,0,43,102,0.4215686274509804,22,34,0.6470588235294118,28,56,0.5,18.151000022888184,1782.858999967575,1801.0099999904633,102,1130,1,72
YieldFarmLP2.sol,,51,DynaMOSA,true,false,0.2765957446808511,1,20,0.05,19,54,0.35185185185185186,12,14,0.8571428571428571,0,8,0,30.889999866485596,1769.1100001335144,1800,52,582,1,72
XenoFelix.sol,,72,DynaMOSA,true,false,0.5304878048780488,4,18,0.2222222222222222,84,151,0.5562913907284768,45,63,0.7142857142857143,21,60,0.35,27.396000146865845,1775.162999868393,1802.5590000152588,50,555,1,72
WheatFarm.sol,,11,DynaMOSA,true,false,0.24770642201834864,8,26,0.3076923076923077,30,105,0.2857142857142857,8,37,0.21621621621621623,8,40,0.2,26.710000038146973,1774.6859998703003,1801.3959999084473,60,666,1,72
Wallet.sol,,956,DynaMOSA,true,false,1,0,0,0,6,6,1,2,2,1,4,4,1,3.5329999923706055,319.4759998321533,323.0089998245239,91,1011,1,72
Voting.sol,,45,DynaMOSA,true,false,0.13934426229508196,0,30,0,29,250,0.116,25,111,0.22522522522522523,6,94,0.06382978723404255,69.85999989509583,1736.50200009346,1806.361999988556,22,243,1,72
UNIWHALE_ERC20.sol,,627,DynaMOSA,true,false,0.5,0,6,0,17,41,0.4146341463414634,7,8,0.875,2,8,0.25,11.397000074386597,1789.0049998760223,1800.401999950409,225,2477,1,72
TokenDispatch.sol,,632,DynaMOSA,true,false,0.22727272727272727,0,22,0,20,100,0.2,7,10,0.7,6,34,0.17647058823529413,14.085000038146973,1785.9809999465942,1800.0659999847412,172,1898,1,72
TimeMiner.sol,,705,DynaMOSA,true,false,0.9302325581395349,4,6,0.6666666666666666,76,90,0.8444444444444444,19,19,1,15,18,0.8333333333333334,15.389999866485596,1785.023999929428,1800.4139997959137,148,1636,1,72
TetherToken.sol,,162,DynaMOSA,true,false,0.9056603773584906,6,12,0.5,42,51,0.8235294117647058,11,11,1,20,30,0.6666666666666666,17.60199999809265,1783.582999944687,1801.1849999427795,112,1242,1,72
Straight_Fire_Finance.sol,,870,DynaMOSA,true,false,0.6111111111111112,2,4,0.5,12,22,0.5454545454545454,7,8,0.875,0,0,0,14.148000001907349,1785.957999944687,1800.1059999465942,150,1659,1,72
SpiritCoin.sol,,729,DynaMOSA,true,false,0.676923076923077,3,8,0.375,53,76,0.6973684210526315,16,23,0.6956521739130435,15,34,0.4411764705882353,12.885999917984009,1787.7179999351501,1800.6039998531342,117,1291,1,72
SLTDStaking.sol,,101,DynaMOSA,true,false,0.5045871559633027,4,12,0.3333333333333333,47,100,0.47,29,47,0.6170212765957447,11,34,0.3235294117647059,22.26099991798401,1778.287999868393,1800.548999786377,78,868,1,72
SALESCONTRACT.sol,,501,DynaMOSA,true,false,0.275,0,8,0,14,57,0.24561403508771928,8,8,1,2,24,0.08333333333333333,14.295000076293945,1786.1369998455048,1800.4319999217987,185,2043,1,72
Rexona.sol,,129,DynaMOSA,true,false,0.6666666666666666,9,22,0.4090909090909091,26,39,0.6666666666666666,8,8,1,8,12,0.6666666666666666,18.307000160217285,1782.204999923706,1800.5120000839233,127,1398,1,72
Reentrance.sol,,871,DynaMOSA,true,false,0.3076923076923077,1,4,0.25,6,24,0.25,4,12,0.3333333333333333,1,10,0.1,12.674000024795532,1787.4639999866486,1800.138000011444,163,1796,1,72
RIT.sol,,739,DynaMOSA,true,false,0.559322033898305,0,2,0,36,66,0.5454545454545454,20,29,0.6896551724137931,7,22,0.3181818181818182,13.78499984741211,1787.0930001735687,1800.8780000209808,148,1632,1,72
QuickToken.sol,,866,DynaMOSA,true,false,0.676923076923077,3,8,0.375,53,76,0.6973684210526315,16,23,0.6956521739130435,15,34,0.4411764705882353,11.49400019645691,1789.111999988556,1800.6060001850128,151,1661,1,72
PRDZstakingV2.sol,,581,DynaMOSA,true,false,0.4659090909090909,5,26,0.19230769230769232,53,136,0.3897058823529412,26,39,0.6666666666666666,6,18,0.3333333333333333,15.282000064849854,1785.2400000095367,1800.5220000743866,115,1271,1,72
PACT.sol,,166,DynaMOSA,true,false,0.41379310344827586,0,0,0,23,72,0.3194444444444444,17,20,0.85,7,32,0.21875,10.51200008392334,1789.5869998931885,1800.0989999771118,201,2218,1,72
NasiLiquidityPoolFactory.sol,,320,DynaMOSA,true,false,0.12867647058823528,3,50,0.06,46,320,0.14375,18,106,0.16981132075471697,9,88,0.10227272727272728,95.9139997959137,1704.7860000133514,1800.6999998092651,16,178,1,72
MoshiachCoinStaking.sol,,782,DynaMOSA,true,false,0.44,4,20,0.2,33,88,0.375,18,30,0.6,7,22,0.3181818181818182,12.825000047683716,1788.1679999828339,1800.9930000305176,142,1571,1,72
MetaCoin2.sol,,801,DynaMOSA,true,false,1,2,2,1,8,8,1,4,4,1,0,0,0,9.139999866485596,0,9.139999866485596,0,10,1,72
MarsStakingRewards.sol,,351,DynaMOSA,true,false,0.4824561403508772,4,12,0.3333333333333333,55,115,0.4782608695652174,33,49,0.673469387755102,13,42,0.30952380952380953,26.805999994277954,1775.5809998512268,1802.3869998455048,66,732,1,72
MARVELCOIN.sol,,923,DynaMOSA,true,false,0.92,1,2,0.5,28,37,0.7567567567567568,8,8,1,10,14,0.7142857142857143,12.182000160217285,1788.141000032425,1800.3230001926422,174,1917,1,72
Liquidity_v8.sol,,285,DynaMOSA,true,false,0.37272727272727274,2,18,0.1111111111111111,34,126,0.2698412698412698,18,33,0.5454545454545454,9,48,0.1875,17.14300012588501,1784.2759997844696,1801.4189999103546,87,958,1,72
Layerx.sol,,486,DynaMOSA,true,false,0.5471698113207547,2,18,0.1111111111111111,63,132,0.4772727272727273,24,26,0.9230769230769231,18,48,0.375,20.48199987411499,1779.861999988556,1800.343999862671,102,1127,1,72
LIBERAPAY.sol,,578,DynaMOSA,true,false,0.6917808219178082,5,28,0.17857142857142858,85,141,0.6028368794326241,32,39,0.8205128205128205,23,50,0.46,17.33899998664856,1782.9660000801086,1800.3050000667572,94,1044,1,72
JGNRewards.sol,,473,DynaMOSA,true,false,0.7666666666666667,3,8,0.375,23,40,0.575,13,14,0.9285714285714286,4,6,0.6666666666666666,16.306999921798706,1784.7580001354218,1801.0650000572205,160,1765,1,72
HungryHoody.sol,,137,DynaMOSA,true,false,0.76,0,0,0,18,25,0.72,10,10,1,3,8,0.375,10.569999933242798,1790.1280000209808,1800.6979999542236,177,1948,1,72
GreenMarkTrust.sol,,913,DynaMOSA,true,false,0.92,1,2,0.5,28,37,0.7567567567567568,8,8,1,10,14,0.7142857142857143,12.413000106811523,1788.505999803543,1800.9189999103546,152,1672,1,72
GUMARewards.sol,,608,DynaMOSA,true,false,0.52,4,12,0.3333333333333333,51,91,0.5604395604395604,30,44,0.6818181818181818,9,30,0.3,17.092000007629395,1783.0209999084473,1800.1129999160767,76,841,1,72
GAZ_ERC20.sol,,142,DynaMOSA,true,false,0.42857142857142855,2,2,1,14,26,0.5384615384615384,6,11,0.5454545454545454,5,22,0.22727272727272727,9.485000133514404,1790.5709998607635,1800.055999994278,254,2795,1,72
FrogDAO.sol,,767,DynaMOSA,true,false,0.76,0,0,0,18,25,0.72,10,10,1,3,8,0.375,12.058000087738037,1788.6050000190735,1800.6630001068115,146,1612,1,72
Fomp.sol,,574,DynaMOSA,true,false,0.7301587301587301,9,24,0.375,65,92,0.7065217391304348,19,19,1,10,20,0.5,12.125,1788.2869999408722,1800.4119999408722,118,1304,1,72
FairStockEquity.sol,,950,DynaMOSA,true,false,0.7674418604651163,1,6,0.16666666666666666,58,120,0.48333333333333334,26,28,0.9285714285714286,23,48,0.4791666666666667,20.15400004386902,1780.2170000076294,1800.3710000514984,91,1002,1,72
EdenCoin.sol,,440,DynaMOSA,true,false,0.9166666666666666,2,2,1,27,33,0.8181818181818182,8,8,1,8,14,0.5714285714285714,17.090999841690063,1783.1110000610352,1800.2019999027252,112,1239,1,72
Dynamic.sol,,982,DynaMOSA,true,false,0.75,1,2,0.5,3,4,0.75,2,2,1,0,0,0,7.9700000286102295,1793.5270001888275,1801.4970002174377,140,1541,1,72
Dipex.sol,,675,DynaMOSA,true,false,0.6666666666666666,9,22,0.4090909090909091,30,39,0.7692307692307693,8,8,1,7,12,0.5833333333333334,8.05299997329712,1793.0569999217987,1801.1099998950958,218,2404,1,72
DSP.sol,,734,DynaMOSA,true,false,0.6882352941176471,5,18,0.2777777777777778,96,154,0.6233766233766234,51,64,0.796875,27,60,0.45,24.70699977874756,1778.1400001049042,1802.8469998836517,50,555,1,72
DJCoin.sol,,973,DynaMOSA,true,false,0.8,4,6,0.6666666666666666,70,91,0.7692307692307693,22,25,0.88,11,28,0.39285714285714285,12.004000186920166,1788.1579999923706,1800.1620001792908,158,1746,1,72
CryptoSecureBankToken.sol,,70,DynaMOSA,true,false,0.7692307692307693,13,26,0.5,75,104,0.7211538461538461,31,33,0.9393939393939394,13,26,0.5,23.878999948501587,1776.869999885559,1800.7489998340607,75,832,1,72
Cover_ZapIn_General_V1.sol,,156,DynaMOSA,true,false,0.24390243902439024,2,16,0.125,30,129,0.23255813953488372,17,42,0.40476190476190477,7,44,0.1590909090909091,40.950000047683716,1761.0090000629425,1801.9590001106262,36,404,1,72
CourtFarming_HTStake.sol,,307,DynaMOSA,true,false,0.7142857142857143,15,32,0.46875,75,109,0.6880733944954128,20,20,1,4,4,1,20.252999782562256,1780.8310000896454,1801.0839998722076,149,1641,1,72
Controller.sol,,819,DynaMOSA,true,false,0.8524590163934426,0,8,0,38,70,0.5428571428571428,19,19,1,28,34,0.8235294117647058,21.348999977111816,1779.8610000610352,1801.210000038147,127,1405,1,72
BirdOracle.sol,,289,DynaMOSA,true,false,0.6829268292682927,17,30,0.5666666666666667,43,66,0.6515151515151515,8,9,0.8888888888888888,0,2,0,7.184000015258789,1793.5339999198914,1800.7179999351501,230,2535,1,72
BancorV2_ZapIn_General_V1_1.sol,,796,DynaMOSA,true,false,0.29411764705882354,1,18,0.05555555555555555,30,118,0.2542372881355932,19,39,0.48717948717948717,5,42,0.11904761904761904,38.49300003051758,1763.6019999980927,1802.0950000286102,42,468,1,72
BAE.sol,,750,DynaMOSA,true,false,0.38,0,6,0,9,50,0.18,5,8,0.625,8,36,0.2222222222222222,26.11400008201599,1775.345999956131,1801.460000038147,64,710,1,72
AntiBaseProtocol.sol,,728,DynaMOSA,true,false,0.7439024390243902,3,8,0.375,85,98,0.8673469387755102,39,42,0.9285714285714286,16,26,0.6153846153846154,31.359999895095825,1769.0009999275208,1800.3609998226166,107,1185,1,72
ANRXToken.sol,,62,DynaMOSA,true,false,0.8205128205128205,6,12,0.5,34,44,0.7727272727272727,11,11,1,7,16,0.4375,9.198000192642212,1791.5119998455048,1800.710000038147,141,1553,1,72
afiController.sol,,369,DynaMOSA,false,false,0.3728813559322034,0,10,0,32,102,0.3137254901960784,22,34,0.6470588235294118,19,56,0.3392857142857143,18.102999925613403,1782.0889999866486,1800.191999912262,96,1061,1,71
YieldFarmLP2.sol,,789,DynaMOSA,false,false,0.3333333333333333,1,20,0.05,19,54,0.35185185185185186,12,14,0.8571428571428571,0,8,0,30.986999988555908,1770.8339998722076,1801.8209998607635,51,571,1,71
XenoFelix.sol,,489,DynaMOSA,false,false,0.6,5,18,0.2777777777777778,90,151,0.5960264900662252,47,63,0.746031746031746,25,60,0.4166666666666667,29.019999980926514,1771.9800000190735,1801,51,561,1,71
WheatFarm.sol,,761,DynaMOSA,false,false,0.2318840579710145,7,26,0.2692307692307692,25,105,0.23809523809523808,8,37,0.21621621621621623,6,40,0.15,28.621999979019165,1772.220999956131,1800.8429999351501,63,699,1,71
Wallet.sol,,146,DynaMOSA,false,false,1,0,0,0,2,6,0.3333333333333333,2,2,1,2,4,0.5,5.707000017166138,0,5.707000017166138,0,10,1,71
Voting.sol,,786,DynaMOSA,false,false,0.14102564102564102,0,30,0,27,250,0.108,24,111,0.21621621621621623,6,94,0.06382978723404255,67.14299988746643,1739.8799998760223,1807.0229997634888,22,244,1,71
UNIWHALE_ERC20.sol,,729,DynaMOSA,false,false,0.5,0,6,0,17,41,0.4146341463414634,7,8,0.875,2,8,0.25,15.779000043869019,1784.3220000267029,1800.101000070572,201,2216,1,71
TokenDispatch.sol,,627,DynaMOSA,false,false,0.21875,0,22,0,20,100,0.2,7,10,0.7,6,34,0.17647058823529413,10.680000066757202,1789.5409998893738,1800.220999956131,163,1794,1,71
TimeMiner.sol,,753,DynaMOSA,false,false,0.96,4,6,0.6666666666666666,76,90,0.8444444444444444,19,19,1,12,18,0.6666666666666666,14.694999933242798,1786.521999835968,1801.2169997692108,124,1372,1,71
TetherToken.sol,,223,DynaMOSA,false,false,0.782608695652174,6,12,0.5,32,51,0.6274509803921569,11,11,1,12,30,0.4,16.939000129699707,1784.008999824524,1800.9479999542236,110,1213,1,71
Straight_Fire_Finance.sol,,389,DynaMOSA,false,false,0.6111111111111112,2,4,0.5,12,22,0.5454545454545454,7,8,0.875,0,0,0,16.039999961853027,1784.0259997844696,1800.0659997463226,151,1663,1,71
SpiritCoin.sol,,499,DynaMOSA,false,false,0.6451612903225806,3,8,0.375,47,76,0.618421052631579,16,23,0.6956521739130435,13,34,0.38235294117647056,8.566999912261963,1794.154000043869,1802.720999956131,154,1694,1,71
SLTDStaking.sol,,722,DynaMOSA,false,false,0.47540983606557374,4,12,0.3333333333333333,47,100,0.47,29,47,0.6170212765957447,11,34,0.3235294117647059,22.88700008392334,1778.367999792099,1801.2549998760223,77,847,1,71
