SUBJECT,CONFIGURATION,SEED,ALGORITHM,PROBE_ENABLED,CONSTANT_POOL_ENABLED,COVERAGE,COVERED_BRANCHES,TOTAL_BRANCHES,BRANCH_COVERAGE,COVERED_LINES,TOTAL_LINES,LINE_COVERAGE,COVERED_FUNCTIONS,TOTAL_FUNCTIONS,FUNCTION_COVERAGE,COVERED_PROBES,TOTAL_PROBES,PROBE_COVERAGE,INITIALIZATION_TIME,SEARCH_TIME,TOTAL_TIME,ITERATIONS,EVALUATIONS,VERSION,RUN
Straight_Fire_Finance.sol,,345,DynaMOSA,false,false,0.6111111111111112,2,4,0.5,12,22,0.5454545454545454,7,8,0.875,0,0,0,7.783999919891357,1792.539999961853,1800.3239998817444,170,1873,1,80
SpiritCoin.sol,,482,DynaMOSA,false,false,0.6451612903225806,3,8,0.375,49,76,0.6447368421052632,16,23,0.6956521739130435,16,34,0.47058823529411764,10.574000120162964,1790.5069999694824,1801.0810000896454,183,2018,1,80
SLTDStaking.sol,,71,DynaMOSA,false,false,0.47540983606557374,4,12,0.3333333333333333,47,100,0.47,29,47,0.6170212765957447,11,34,0.3235294117647059,19.574000120162964,1782.1129999160767,1801.6870000362396,81,893,1,80
SALESCONTRACT.sol,,537,DynaMOSA,false,false,0.5,0,8,0,14,57,0.24561403508771928,8,8,1,2,24,0.08333333333333333,14.77999997138977,1785.5369999408722,1800.316999912262,186,2046,1,80
Rexona.sol,,153,DynaMOSA,false,false,0.5666666666666667,9,22,0.4090909090909091,28,39,0.717948717948718,8,8,1,7,12,0.5833333333333334,9.371000051498413,1791.8220000267029,1801.1930000782013,130,1440,1,80
Reentrance.sol,,392,DynaMOSA,false,false,0.375,1,4,0.25,6,24,0.25,4,12,0.3333333333333333,1,10,0.1,5.427999973297119,1794.8469998836517,1800.2749998569489,197,2176,1,80
RIT.sol,,273,DynaMOSA,false,false,0.5405405405405406,0,2,0,36,66,0.5454545454545454,20,29,0.6896551724137931,8,22,0.36363636363636365,10.558000087738037,1790.2179999351501,1800.7760000228882,171,1882,1,80
QuickToken.sol,,54,DynaMOSA,false,false,0.6451612903225806,4,8,0.5,52,76,0.6842105263157895,16,23,0.6956521739130435,14,34,0.4117647058823529,7.490000009536743,1792.9809999465942,1800.470999956131,176,1936,1,80
PRDZstakingV2.sol,,268,DynaMOSA,false,false,0.45454545454545453,5,26,0.19230769230769232,51,136,0.375,26,39,0.6666666666666666,6,18,0.3333333333333333,15.796000003814697,1784.2149999141693,1800.010999917984,109,1200,1,80
PACT.sol,,666,DynaMOSA,false,false,0.6538461538461539,0,0,0,23,72,0.3194444444444444,17,20,0.85,7,32,0.21875,12.573999881744385,1787.9140000343323,1800.4879999160767,216,2377,1,80
NasiLiquidityPoolFactory.sol,,804,DynaMOSA,false,false,0.10126582278481013,2,50,0.04,33,320,0.103125,13,106,0.12264150943396226,5,88,0.056818181818181816,83.26200008392334,1720.2460000514984,1803.5080001354218,16,186,1,80
MoshiachCoinStaking.sol,,451,DynaMOSA,false,false,0.37254901960784315,4,20,0.2,24,88,0.2727272727272727,16,30,0.5333333333333333,5,22,0.22727272727272727,12.277999877929688,1788.3420000076294,1800.619999885559,152,1681,1,80
MetaCoin2.sol,,555,DynaMOSA,false,false,1,2,2,1,8,8,1,4,4,1,0,0,0,13.632999897003174,0,13.632999897003174,0,10,1,80
MarsStakingRewards.sol,,923,DynaMOSA,false,false,0.5,4,12,0.3333333333333333,51,115,0.4434782608695652,31,49,0.6326530612244898,12,42,0.2857142857142857,20.276999950408936,1780.2939999103546,1800.5709998607635,71,784,1,80
MARVELCOIN.sol,,925,DynaMOSA,false,false,0.9090909090909091,1,2,0.5,16,37,0.43243243243243246,8,8,1,5,14,0.35714285714285715,6.431999921798706,1794.2619998455048,1800.6939997673035,243,2676,1,80
Liquidity_v8.sol,,671,DynaMOSA,false,false,0.3275862068965517,2,18,0.1111111111111111,34,126,0.2698412698412698,18,33,0.5454545454545454,9,48,0.1875,14.76800012588501,1785.266000032425,1800.03400015831,111,1227,1,80
Layerx.sol,,617,DynaMOSA,false,false,0.5,2,18,0.1111111111111111,63,132,0.4772727272727273,24,26,0.9230769230769231,18,48,0.375,16.19099998474121,1785.5599999427795,1801.7509999275208,100,1109,1,80
LIBERAPAY.sol,,719,DynaMOSA,false,false,0.47058823529411764,5,28,0.17857142857142858,70,141,0.49645390070921985,30,39,0.7692307692307693,19,50,0.38,19.891000032424927,1780.74799990654,1800.6389999389648,99,1089,1,80
JGNRewards.sol,,817,DynaMOSA,false,false,0.7222222222222222,3,8,0.375,23,40,0.575,13,14,0.9285714285714286,4,6,0.6666666666666666,12.26799988746643,1788.6240000724792,1800.8919999599457,144,1594,1,80
HungryHoody.sol,,939,DynaMOSA,false,false,0.6470588235294118,0,0,0,18,25,0.72,10,10,1,3,8,0.375,10.355999946594238,1790.279000043869,1800.6349999904633,150,1653,1,80
GreenMarkTrust.sol,,926,DynaMOSA,false,false,0.9090909090909091,1,2,0.5,17,37,0.4594594594594595,8,8,1,6,14,0.42857142857142855,15.213000059127808,1785.7639999389648,1800.9769999980927,205,2262,1,80
GUMARewards.sol,,685,DynaMOSA,false,false,0.5172413793103449,4,12,0.3333333333333333,51,91,0.5604395604395604,30,44,0.6818181818181818,10,30,0.3333333333333333,19.48099994659424,1780.970999956131,1800.4519999027252,87,961,1,80
GAZ_ERC20.sol,,576,DynaMOSA,false,false,0.6153846153846154,2,2,1,14,26,0.5384615384615384,6,11,0.5454545454545454,5,22,0.22727272727272727,10.388999938964844,1790.1150000095367,1800.5039999485016,232,2559,1,80
FrogDAO.sol,,102,DynaMOSA,false,false,0.6470588235294118,0,0,0,18,25,0.72,10,10,1,3,8,0.375,11.944000005722046,1788.231999874115,1800.175999879837,177,1951,1,80
Fomp.sol,,759,DynaMOSA,false,false,0.6976744186046512,8,24,0.3333333333333333,65,92,0.7065217391304348,19,19,1,12,20,0.6,8.650000095367432,1791.6059999465942,1800.2560000419617,173,1906,1,80
FairStockEquity.sol,,260,DynaMOSA,false,false,0.78125,1,6,0.16666666666666666,58,120,0.48333333333333334,26,28,0.9285714285714286,21,48,0.4375,31.140000104904175,1769.8050000667572,1800.9450001716614,97,1071,1,80
EdenCoin.sol,,80,DynaMOSA,false,false,1,2,2,1,27,33,0.8181818181818182,8,8,1,8,14,0.5714285714285714,9.918999910354614,382.8180000782013,392.7369999885559,30,340,1,80
Dynamic.sol,,820,DynaMOSA,false,false,0.75,1,2,0.5,3,4,0.75,2,2,1,0,0,0,6.689000129699707,1793.494999885559,1800.1840000152588,179,1969,1,80
Dipex.sol,,895,DynaMOSA,false,false,0.5666666666666667,9,22,0.4090909090909091,28,39,0.717948717948718,8,8,1,7,12,0.5833333333333334,7.957000017166138,1792.3499999046326,1800.3069999217987,265,2916,1,80
DSP.sol,,550,DynaMOSA,false,false,0.6219512195121951,5,18,0.2777777777777778,98,154,0.6363636363636364,51,64,0.796875,27,60,0.45,25.236999988555908,1774.7909998893738,1800.0279998779297,52,573,1,80
DJCoin.sol,,231,DynaMOSA,false,false,0.896551724137931,4,6,0.6666666666666666,70,91,0.7692307692307693,22,25,0.88,11,28,0.39285714285714285,10.571999788284302,1790.0759999752045,1800.6479997634888,173,1912,1,80
CryptoSecureBankToken.sol,,167,DynaMOSA,false,false,0.676923076923077,13,26,0.5,76,104,0.7307692307692307,32,33,0.9696969696969697,14,26,0.5384615384615384,22.163000106811523,1779.1570000648499,1801.3200001716614,74,818,1,80
Cover_ZapIn_General_V1.sol,,442,DynaMOSA,false,false,0.2835820895522388,2,16,0.125,38,129,0.29457364341085274,21,42,0.5,8,44,0.18181818181818182,40.45700001716614,1762.845999956131,1803.3029999732971,36,405,1,80
CourtFarming_HTStake.sol,,213,DynaMOSA,false,false,0.6923076923076923,15,32,0.46875,75,109,0.6880733944954128,20,20,1,3,4,0.75,13.772000074386597,1786.8089997768402,1800.5809998512268,155,1706,1,80
Controller.sol,,299,DynaMOSA,false,false,0.7037037037037037,0,8,0,29,70,0.4142857142857143,19,19,1,18,34,0.5294117647058824,10.6010000705719,1790.6510000228882,1801.25200009346,170,1870,1,80
BirdOracle.sol,,308,DynaMOSA,false,false,0.717948717948718,18,30,0.6,44,66,0.6666666666666666,8,9,0.8888888888888888,0,2,0,8.050999879837036,1791.9889998435974,1800.0399997234344,276,3043,1,80
BancorV2_ZapIn_General_V1_1.sol,,265,DynaMOSA,false,false,0.24615384615384617,1,18,0.05555555555555555,30,118,0.2542372881355932,19,39,0.48717948717948717,5,42,0.11904761904761904,34.21499991416931,1767.9409999847412,1802.1559998989105,45,496,1,80
BAE.sol,,478,DynaMOSA,false,false,0.35714285714285715,0,6,0,9,50,0.18,5,8,0.625,8,36,0.2222222222222222,25.48099994659424,1776.710000038147,1802.1909999847412,66,730,1,80
AntiBaseProtocol.sol,,273,DynaMOSA,false,false,0.78,3,8,0.375,84,98,0.8571428571428571,39,42,0.9285714285714286,15,26,0.5769230769230769,24.34999990463257,1775.78400015831,1800.1340000629425,103,1137,1,80
ANRXToken.sol,,45,DynaMOSA,false,false,0.782608695652174,6,12,0.5,34,44,0.7727272727272727,11,11,1,7,16,0.4375,6.723999977111816,1794.1979999542236,1800.9219999313354,159,1750,1,80
afiController.sol,,758,DynaMOSA,true,false,0.4956521739130435,0,10,0,43,102,0.4215686274509804,22,34,0.6470588235294118,31,56,0.5535714285714286,13.707000017166138,1786.5030000209808,1800.210000038147,128,1417,1,79
YieldFarmLP2.sol,,515,DynaMOSA,true,false,0.2765957446808511,1,20,0.05,19,54,0.35185185185185186,12,14,0.8571428571428571,0,8,0,28.937000036239624,1772.0099999904633,1800.9470000267029,63,699,1,79
XenoFelix.sol,,680,DynaMOSA,true,false,0.6951219512195121,5,18,0.2777777777777778,100,151,0.6622516556291391,51,63,0.8095238095238095,26,60,0.43333333333333335,26.27900004386902,1774.7819998264313,1801.0609998703003,52,573,1,79
WheatFarm.sol,,431,DynaMOSA,true,false,0.24770642201834864,8,26,0.3076923076923077,30,105,0.2857142857142857,8,37,0.21621621621621623,8,40,0.2,24.121999979019165,1777.005000114441,1801.12700009346,66,733,1,79
Wallet.sol,,22,DynaMOSA,true,false,0.8333333333333334,0,0,0,3,6,0.5,2,2,1,3,4,0.75,4.4700000286102295,1795.7760000228882,1800.2460000514984,417,4587,1,79
Voting.sol,,919,DynaMOSA,true,false,0.11885245901639344,0,30,0,25,250,0.1,22,111,0.1981981981981982,6,94,0.06382978723404255,67.13599991798401,1733.875,1801.010999917984,22,242,1,79
UNIWHALE_ERC20.sol,,719,DynaMOSA,true,false,0.5,0,6,0,17,41,0.4146341463414634,7,8,0.875,2,8,0.25,11.318000078201294,1789.481999874115,1800.7999999523163,210,2320,1,79
TokenDispatch.sol,,713,DynaMOSA,true,false,0.22727272727272727,0,22,0,20,100,0.2,7,10,0.7,6,34,0.17647058823529413,11.171000003814697,1788.8710000514984,1800.042000055313,170,1871,1,79
TimeMiner.sol,,904,DynaMOSA,true,false,0.9534883720930233,4,6,0.6666666666666666,78,90,0.8666666666666667,19,19,1,15,18,0.8333333333333334,14.90999984741211,1785.5080001354218,1800.4179999828339,162,1787,1,79
TetherToken.sol,,701,DynaMOSA,true,false,0.8679245283018868,6,12,0.5,41,51,0.803921568627451,11,11,1,17,30,0.5666666666666667,15.383999824523926,1784.6840000152588,1800.0679998397827,133,1464,1,79
Straight_Fire_Finance.sol,,793,DynaMOSA,true,false,0.6111111111111112,3,4,0.75,16,22,0.7272727272727273,7,8,0.875,0,0,0,14.950000047683716,1785.4720001220703,1800.422000169754,156,1724,1,79
SpiritCoin.sol,,304,DynaMOSA,true,false,0.676923076923077,3,8,0.375,53,76,0.6973684210526315,16,23,0.6956521739130435,16,34,0.47058823529411764,10.575999975204468,1789.9219999313354,1800.49799990654,132,1460,1,79
SLTDStaking.sol,,180,DynaMOSA,true,false,0.5045871559633027,4,12,0.3333333333333333,47,100,0.47,29,47,0.6170212765957447,11,34,0.3235294117647059,19.967000007629395,1781.1280000209808,1801.0950000286102,84,934,1,79
SALESCONTRACT.sol,,140,DynaMOSA,true,false,0.275,0,8,0,14,57,0.24561403508771928,8,8,1,2,24,0.08333333333333333,6.9710001945495605,1793.3709998130798,1800.3420000076294,204,2254,1,79
Rexona.sol,,529,DynaMOSA,true,false,0.6666666666666666,9,22,0.4090909090909091,30,39,0.7692307692307693,8,8,1,9,12,0.75,11.700000047683716,1789.5720000267029,1801.2720000743866,134,1484,1,79
Reentrance.sol,,468,DynaMOSA,true,false,0.46153846153846156,2,4,0.5,12,24,0.5,6,12,0.5,2,10,0.2,8.187000036239624,1791.8380000591278,1800.0250000953674,199,2194,1,79
RIT.sol,,328,DynaMOSA,true,false,0.559322033898305,0,2,0,36,66,0.5454545454545454,20,29,0.6896551724137931,8,22,0.36363636363636365,11.585000038146973,1789.4670000076294,1801.0520000457764,167,1843,1,79
QuickToken.sol,,443,DynaMOSA,true,false,0.676923076923077,3,8,0.375,53,76,0.6973684210526315,16,23,0.6956521739130435,17,34,0.5,9.452999830245972,1791.7070000171661,1801.159999847412,125,1382,1,79
PRDZstakingV2.sol,,976,DynaMOSA,true,false,0.4659090909090909,5,26,0.19230769230769232,53,136,0.3897058823529412,26,39,0.6666666666666666,6,18,0.3333333333333333,16.334999799728394,1784.1900000572205,1800.5249998569489,114,1258,1,79
PACT.sol,,644,DynaMOSA,true,false,0.41379310344827586,0,0,0,23,72,0.3194444444444444,17,20,0.85,7,32,0.21875,9.213000059127808,1791.3849999904633,1800.598000049591,214,2363,1,79
NasiLiquidityPoolFactory.sol,,164,DynaMOSA,true,false,0.09926470588235294,1,50,0.02,40,320,0.125,15,106,0.14150943396226415,9,88,0.10227272727272728,92.91400003433228,1708.4430000782013,1801.3570001125336,16,183,1,79
MoshiachCoinStaking.sol,,250,DynaMOSA,true,false,0.37333333333333335,4,20,0.2,24,88,0.2727272727272727,16,30,0.5333333333333333,6,22,0.2727272727272727,9.921000003814697,1790.5339999198914,1800.454999923706,155,1705,1,79
MetaCoin2.sol,,756,DynaMOSA,true,false,1,2,2,1,8,8,1,4,4,1,0,0,0,5.493000030517578,0,5.493000030517578,0,10,1,79
MarsStakingRewards.sol,,721,DynaMOSA,true,false,0.4824561403508772,4,12,0.3333333333333333,55,115,0.4782608695652174,33,49,0.673469387755102,13,42,0.30952380952380953,24.39300012588501,1777.744999885559,1802.138000011444,68,756,1,79
MARVELCOIN.sol,,252,DynaMOSA,true,false,0.92,1,2,0.5,28,37,0.7567567567567568,8,8,1,9,14,0.6428571428571429,10.842000007629395,1789.84099984169,1800.6829998493195,182,2011,1,79
Liquidity_v8.sol,,448,DynaMOSA,true,false,0.37272727272727274,2,18,0.1111111111111111,34,126,0.2698412698412698,18,33,0.5454545454545454,9,48,0.1875,18.170000076293945,1782.5789999961853,1800.7490000724792,94,1039,1,79
Layerx.sol,,851,DynaMOSA,true,false,0.5471698113207547,2,18,0.1111111111111111,63,132,0.4772727272727273,24,26,0.9230769230769231,18,48,0.375,17.615999937057495,1782.8489999771118,1800.4649999141693,109,1207,1,79
LIBERAPAY.sol,,767,DynaMOSA,true,false,0.6917808219178082,5,28,0.17857142857142858,80,141,0.5673758865248227,32,39,0.8205128205128205,24,50,0.48,14.990999937057495,1785.6579999923706,1800.648999929428,99,1090,1,79
JGNRewards.sol,,530,DynaMOSA,true,false,0.7666666666666667,3,8,0.375,23,40,0.575,13,14,0.9285714285714286,4,6,0.6666666666666666,13.098000049591064,1787.4920001029968,1800.590000152588,166,1836,1,79
HungryHoody.sol,,672,DynaMOSA,true,false,0.76,0,0,0,19,25,0.76,10,10,1,3,8,0.375,12.032000064849854,1788.4520001411438,1800.4840002059937,171,1885,1,79
GreenMarkTrust.sol,,279,DynaMOSA,true,false,0.96,1,2,0.5,31,37,0.8378378378378378,8,8,1,9,14,0.6428571428571429,13.059999942779541,1788.1219999790192,1801.1819999217987,164,1804,1,79
GUMARewards.sol,,521,DynaMOSA,true,false,0.52,4,12,0.3333333333333333,51,91,0.5604395604395604,30,44,0.6818181818181818,9,30,0.3,18.97099995613098,1782.3090000152588,1801.2799999713898,88,973,1,79
GAZ_ERC20.sol,,438,DynaMOSA,true,false,0.42857142857142855,2,2,1,14,26,0.5384615384615384,6,11,0.5454545454545454,5,22,0.22727272727272727,9.467999935150146,1790.715000152588,1800.183000087738,278,3064,1,79
FrogDAO.sol,,906,DynaMOSA,true,false,0.76,0,0,0,18,25,0.72,10,10,1,3,8,0.375,9.478999853134155,1793.3310000896454,1802.8099999427795,184,2032,1,79
Fomp.sol,,678,DynaMOSA,true,false,0.746031746031746,9,24,0.375,66,92,0.717391304347826,19,19,1,12,20,0.6,9.336999893188477,1792.5069999694824,1801.843999862671,138,1525,1,79
FairStockEquity.sol,,495,DynaMOSA,true,false,0.8488372093023255,1,6,0.16666666666666666,60,120,0.5,27,28,0.9642857142857143,22,48,0.4583333333333333,18.124000072479248,1782.433000087738,1800.5570001602173,99,1095,1,79
EdenCoin.sol,,743,DynaMOSA,true,false,0.9166666666666666,2,2,1,27,33,0.8181818181818182,8,8,1,8,14,0.5714285714285714,10.068000078201294,1790.039999961853,1800.1080000400543,170,1873,1,79
Dynamic.sol,,736,DynaMOSA,true,false,0.75,1,2,0.5,3,4,0.75,2,2,1,0,0,0,8.808000087738037,1792.0839998722076,1800.8919999599457,187,2063,1,79
Dipex.sol,,170,DynaMOSA,true,false,0.6666666666666666,9,22,0.4090909090909091,26,39,0.6666666666666666,8,8,1,8,12,0.6666666666666666,7.0269999504089355,1793.130000114441,1800.1570000648499,252,2776,1,79
DSP.sol,,585,DynaMOSA,true,false,0.6411764705882353,5,18,0.2777777777777778,89,154,0.577922077922078,50,64,0.78125,29,60,0.48333333333333334,24.526000022888184,1776.8499999046326,1801.3759999275208,53,587,1,79
DJCoin.sol,,122,DynaMOSA,true,false,0.8,4,6,0.6666666666666666,70,91,0.7692307692307693,22,25,0.88,12,28,0.42857142857142855,11.503999948501587,1789.1789999008179,1800.6829998493195,178,1963,1,79
CryptoSecureBankToken.sol,,584,DynaMOSA,true,false,0.7692307692307693,13,26,0.5,75,104,0.7211538461538461,31,33,0.9393939393939394,13,26,0.5,22.88099980354309,1778.6390001773834,1801.5199999809265,72,800,1,79
Cover_ZapIn_General_V1.sol,,38,DynaMOSA,true,false,0.3333333333333333,2,16,0.125,35,129,0.2713178294573643,20,42,0.47619047619047616,8,44,0.18181818181818182,43.18499994277954,1757.1480000019073,1800.332999944687,35,392,1,79
CourtFarming_HTStake.sol,,776,DynaMOSA,true,false,0.7142857142857143,15,32,0.46875,75,109,0.6880733944954128,20,20,1,4,4,1,12.809999942779541,1788.1000001430511,1800.9100000858307,160,1766,1,79
Controller.sol,,575,DynaMOSA,true,false,0.8524590163934426,0,8,0,38,70,0.5428571428571428,19,19,1,30,34,0.8823529411764706,9.700999975204468,1790.574000120163,1800.2750000953674,167,1837,1,79
BirdOracle.sol,,81,DynaMOSA,true,false,0.6829268292682927,18,30,0.6,44,66,0.6666666666666666,8,9,0.8888888888888888,0,2,0,9.062000036239624,1791.3769998550415,1800.4389998912811,264,2907,1,79
BancorV2_ZapIn_General_V1_1.sol,,278,DynaMOSA,true,false,0.2184873949579832,1,18,0.05555555555555555,24,118,0.2033898305084746,16,39,0.41025641025641024,4,42,0.09523809523809523,35.007999897003174,1767.0299999713898,1802.037999868393,45,500,1,79
BAE.sol,,62,DynaMOSA,true,false,0.38,0,6,0,9,50,0.18,5,8,0.625,8,36,0.2222222222222222,26.72599983215332,1775.156000137329,1801.8819999694824,67,747,1,79
AntiBaseProtocol.sol,,653,DynaMOSA,true,false,0.7439024390243902,3,8,0.375,84,98,0.8571428571428571,39,42,0.9285714285714286,15,26,0.5769230769230769,32.51600003242493,1768.5139999389648,1801.0299999713898,107,1183,1,79
ANRXToken.sol,,399,DynaMOSA,true,false,0.8205128205128205,6,12,0.5,34,44,0.7727272727272727,11,11,1,8,16,0.5,6.744999885559082,1793.6340000629425,1800.3789999485016,158,1745,1,79
afiController.sol,,164,sFuzz,false,false,0.3728813559322034,0,10,0,32,102,0.3137254901960784,22,34,0.6470588235294118,19,56,0.3392857142857143,17.698999881744385,1783.276999950409,1800.9759998321533,94,1035,1,78
YieldFarmLP2.sol,,631,sFuzz,false,false,0.3333333333333333,1,20,0.05,19,54,0.35185185185185186,12,14,0.8571428571428571,0,8,0,27.76699995994568,1773.9340000152588,1801.7009999752045,54,598,1,78
XenoFelix.sol,,701,sFuzz,false,false,0.65,5,18,0.2777777777777778,98,151,0.6490066225165563,52,63,0.8253968253968254,27,60,0.45,28.667999982833862,1774.9660000801086,1803.6340000629425,59,650,1,78
WheatFarm.sol,,391,sFuzz,false,false,0.2463768115942029,9,26,0.34615384615384615,28,105,0.26666666666666666,8,37,0.21621621621621623,7,40,0.175,26.246999979019165,1776.018000125885,1802.2650001049042,65,725,1,78
Wallet.sol,,817,sFuzz,false,false,1,0,0,0,2,6,0.3333333333333333,2,2,1,2,4,0.5,5.010999917984009,0,5.010999917984009,0,10,1,78
Voting.sol,,395,sFuzz,false,false,0.07051282051282051,0,30,0,12,250,0.048,12,111,0.10810810810810811,1,94,0.010638297872340425,63.61500000953674,1736.787999868393,1800.4029998779297,25,277,1,78
UNIWHALE_ERC20.sol,,976,sFuzz,false,false,0.5,0,6,0,17,41,0.4146341463414634,7,8,0.875,2,8,0.25,8.932999849319458,1791.194000005722,1800.1269998550415,200,2205,1,78
TokenDispatch.sol,,585,sFuzz,false,false,0.21875,0,22,0,20,100,0.2,7,10,0.7,6,34,0.17647058823529413,11.074999809265137,1789.8710000514984,1800.9459998607635,175,1928,1,78
TimeMiner.sol,,792,sFuzz,false,false,0.96,4,6,0.6666666666666666,73,90,0.8111111111111111,19,19,1,12,18,0.6666666666666666,12.577000141143799,1789.4679999351501,1802.045000076294,157,1734,1,78
TetherToken.sol,,38,sFuzz,false,false,0.782608695652174,6,12,0.5,27,51,0.5294117647058824,11,11,1,9,30,0.3,13.77999997138977,1786.7749998569489,1800.5549998283386,134,1474,1,78
Straight_Fire_Finance.sol,,394,sFuzz,false,false,0.6111111111111112,3,4,0.75,16,22,0.7272727272727273,7,8,0.875,0,0,0,7.822999954223633,1792.332999944687,1800.1559998989105,212,2334,1,78
SpiritCoin.sol,,180,sFuzz,false,false,0.6451612903225806,3,8,0.375,51,76,0.6710526315789473,16,23,0.6956521739130435,14,34,0.4117647058823529,9.980000019073486,1790.604999780655,1800.5849997997284,225,2478,1,78
SLTDStaking.sol,,516,sFuzz,false,false,0.47540983606557374,4,12,0.3333333333333333,47,100,0.47,29,47,0.6170212765957447,11,34,0.3235294117647059,20.04700016975403,1782.0929999351501,1802.1400001049042,87,959,1,78
SALESCONTRACT.sol,,680,sFuzz,false,false,0.5,0,8,0,14,57,0.24561403508771928,8,8,1,2,24,0.08333333333333333,9.976999998092651,1790.1330001354218,1800.1100001335144,178,1965,1,78
Rexona.sol,,101,sFuzz,false,false,0.5666666666666667,8,22,0.36363636363636365,27,39,0.6923076923076923,8,8,1,6,12,0.5,11.51800012588501,1788.5139999389648,1800.0320000648499,162,1789,1,78
Reentrance.sol,,275,sFuzz,false,false,0.375,1,4,0.25,6,24,0.25,4,12,0.3333333333333333,1,10,0.1,8.712999820709229,1791.659999847412,1800.3729996681213,247,2720,1,78
RIT.sol,,996,sFuzz,false,false,0.5405405405405406,0,2,0,36,66,0.5454545454545454,20,29,0.6896551724137931,7,22,0.3181818181818182,10.782999992370605,1789.6219999790192,1800.4049999713898,180,1981,1,78
QuickToken.sol,,411,sFuzz,false,false,0.6451612903225806,3,8,0.375,47,76,0.618421052631579,16,23,0.6956521739130435,13,34,0.38235294117647056,9.325000047683716,1791.0709998607635,1800.3959999084473,216,2382,1,78
PRDZstakingV2.sol,,978,sFuzz,false,false,0.45454545454545453,5,26,0.19230769230769232,53,136,0.3897058823529412,26,39,0.6666666666666666,5,18,0.2777777777777778,15.186000108718872,1786.4240000247955,1801.6100001335144,117,1297,1,78
PACT.sol,,904,sFuzz,false,false,0.6538461538461539,0,0,0,23,72,0.3194444444444444,17,20,0.85,7,32,0.21875,10.937999963760376,1789.2219998836517,1800.159999847412,227,2501,1,78
NasiLiquidityPoolFactory.sol,,993,sFuzz,false,false,0.1518987341772152,2,50,0.04,52,320,0.1625,21,106,0.19811320754716982,11,88,0.125,83.27900004386902,1721.0969998836517,1804.3759999275208,17,188,1,78
MoshiachCoinStaking.sol,,347,sFuzz,false,false,0.37254901960784315,4,20,0.2,24,88,0.2727272727272727,16,30,0.5333333333333333,5,22,0.22727272727272727,10.621999979019165,1789.7039999961853,1800.3259999752045,156,1716,1,78
MetaCoin2.sol,,378,sFuzz,false,false,1,2,2,1,8,8,1,4,4,1,0,0,0,11.151000022888184,16.26699995994568,27.417999982833862,1,21,1,78
MarsStakingRewards.sol,,780,sFuzz,false,false,0.532258064516129,4,12,0.3333333333333333,55,115,0.4782608695652174,33,49,0.673469387755102,13,42,0.30952380952380953,20.08999991416931,1780.3650000095367,1800.454999923706,77,852,1,78
